# IGRF-14 Spherical Harmonic Coefficients
# Schmidt semi-normalised, units: nT (main field), nT/yr (SV)
# Converted from IGRF14coeffs.xlsx
#
   h   5   2      53.00      56.00      57.00      58.00      58.00      58.00      60.00      64.00      71.00      95.00     103.00     110.00     125.00     128.00     139.00     148.00     150.00     150.00     154.00     165.00     171.90     180.25     189.01     196.98     208.36     220.00       2.10
   g   5   3       5.00      -1.00      -9.00     -16.00     -23.00     -28.00     -32.00     -33.00     -33.00     -20.00     -20.00     -23.00     -26.00     -31.00     -42.00     -59.00     -74.00     -93.00    -109.00    -118.00    -130.40    -136.54    -141.05    -140.94    -140.73    -138.70       0.70
   h   5   3     -33.00     -32.00     -33.00     -34.00     -38.00     -44.00     -53.00     -64.00     -75.00     -67.00     -87.00     -98.00    -117.00    -126.00    -139.00    -152.00    -151.00    -154.00    -153.00    -143.00    -133.10    -123.45    -118.06    -119.14    -121.43    -122.90       0.50
   g   5   4     -86.00     -93.00    -102.00    -111.00    -119.00    -125.00    -131.00    -136.00    -141.00    -142.00    -147.00    -152.00    -156.00    -157.00    -160.00    -159.00    -162.00    -164.00    -165.00    -166.00    -168.60    -168.05    -163.17    -157.40    -151.16    -141.90       2.30
   h   5   4    -124.00    -125.00    -126.00    -126.00    -125.00    -122.00    -118.00    -115.00    -113.00    -119.00    -122.00    -121.00    -114.00     -97.00     -91.00     -83.00     -78.00     -75.00     -69.00     -55.00     -39.30     -19.57      -0.01      15.98      32.09      42.90       1.70
   g   5   5     -16.00     -26.00     -38.00     -51.00     -62.00     -69.00     -74.00     -76.00     -76.00     -82.00     -76.00     -69.00     -63.00     -62.00     -56.00     -49.00     -48.00     -46.00     -36.00     -17.00     -12.90     -13.55      -8.03       4.30      13.98      20.90       1.00
   h   5   5       3.00      11.00      21.00      32.00      43.00      51.00      58.00      64.00      69.00      82.00      80.00      78.00      81.00      81.00      83.00      88.00      92.00      95.00      97.00     107.00     106.30     103.85     101.04     100.12      99.14     106.20       1.90
   g   6   0      63.00      62.00      62.00      61.00      61.00      61.00      60.00      59.00      57.00      59.00      54.00      47.00      46.00      45.00      43.00      45.00      48.00      53.00      61.00      68.00      72.30      73.60      72.78      69.55      65.97      64.30      -0.20
   g   6   1      61.00      60.00      58.00      57.00      55.00      54.00      53.00      53.00      54.00      57.00      57.00      57.00      58.00      61.00      64.00      66.00      66.00      65.00      65.00      67.00      68.20      69.56      68.69      67.57      65.56      63.80      -0.30
   h   6   1      -9.00      -7.00      -5.00      -2.00       0.00       3.00       4.00       4.00       4.00       6.00      -1.00      -9.00     -10.00     -11.00     -12.00     -13.00     -15.00     -16.00     -16.00     -17.00     -17.40     -20.33     -20.90     -20.61     -19.22     -18.40       0.30
   g   6   2     -11.00     -11.00     -11.00     -10.00     -10.00      -9.00      -9.00      -8.00      -7.00       6.00       4.00       3.00       1.00       8.00      15.00      28.00      42.00      51.00      59.00      68.00      74.20      76.74      75.92      72.79      72.96      76.70       0.80
   h   6   2      83.00      86.00      89.00      93.00      96.00      99.00     102.00     104.00     105.00     100.00      99.00      96.00      99.00     100.00     100.00      99.00      93.00      88.00      82.00      72.00      63.70      54.75      44.18      33.30      25.02      16.80      -1.60
   g   6   3    -217.00    -221.00    -224.00    -228.00    -233.00    -238.00    -242.00    -246.00    -249.00    -246.00    -247.00    -247.00    -237.00    -228.00    -212.00    -198.00    -192.00    -185.00    -178.00    -170.00    -160.90    -151.34    -141.40    -129.85    -121.57    -115.70       1.20
   h   6   3       2.00       4.00       5.00       8.00      11.00      14.00      19.00      25.00      33.00      16.00      33.00      48.00      60.00      68.00      72.00      75.00      71.00      69.00      69.00      67.00      65.10      63.63      61.54      58.74      52.76      48.90      -0.40
   g   6   4     -58.00     -57.00     -54.00     -51.00     -46.00     -40.00     -32.00     -25.00     -18.00     -25.00     -16.00      -8.00      -1.00       4.00       2.00       1.00       4.00       4.00       3.00      -1.00      -5.90     -14.58     -22.83     -28.93     -36.06     -40.90      -0.80
   h   6   4     -35.00     -32.00     -29.00     -26.00     -22.00     -18.00     -16.00     -15.00     -15.00      -9.00     -12.00     -16.00     -20.00     -32.00     -37.00     -41.00     -43.00     -48.00     -52.00     -58.00     -61.20     -63.53     -66.26     -66.64     -64.40     -59.80       0.80
   g   6   5      59.00      57.00      54.00      49.00      44.00      39.00      32.00      25.00      18.00      21.00      12.00       7.00      -2.00       1.00       3.00       6.00      14.00      16.00      18.00      19.00      16.90      14.58      13.10      13.14      13.60      14.90       0.40
   h   6   5      36.00      32.00      28.00      23.00      18.00      13.00       8.00       4.00       0.00     -16.00     -12.00     -12.00     -11.00      -8.00      -6.00      -4.00      -2.00      -1.00       1.00       1.00       0.70       0.24       3.02       7.35       8.96      10.90       0.70
   g   6   6     -90.00     -92.00     -95.00     -98.00    -101.00    -103.00    -104.00    -106.00    -107.00    -104.00    -105.00    -107.00    -113.00    -111.00    -112.00    -111.00    -108.00    -102.00     -96.00     -93.00     -90.40     -86.36     -78.09     -70.85     -64.80     -60.80       0.90
   h   6   6     -69.00     -67.00     -65.00     -62.00     -57.00     -52.00     -46.00     -40.00     -33.00     -39.00     -30.00     -24.00     -17.00      -7.00       1.00      11.00      17.00      21.00      24.00      36.00      43.80      50.94      55.40      62.41      68.04      72.80       0.90
   g   7   0      70.00      70.00      71.00      72.00      73.00      73.00      74.00      74.00      74.00      70.00      65.00      65.00      67.00      75.00      72.00      71.00      72.00      74.00      77.00      77.00      79.00      79.88      80.44      81.29      80.54      79.60      -0.10
   g   7   1     -55.00     -54.00     -54.00     -54.00     -54.00     -54.00     -54.00     -53.00     -53.00     -40.00     -55.00     -56.00     -56.00     -57.00     -57.00     -56.00     -59.00     -62.00     -64.00     -72.00     -74.00     -74.46     -75.00     -75.99     -76.63     -76.90      -0.10
   h   7   1     -45.00     -46.00     -47.00     -48.00     -49.00     -50.00     -51.00     -52.00     -52.00     -45.00     -35.00     -50.00     -55.00     -61.00     -70.00     -77.00     -82.00     -83.00     -80.00     -69.00     -64.60     -61.14     -57.80     -54.27     -51.50     -48.90       0.60
   g   7   2       0.00       0.00       1.00       2.00       2.00       3.00       4.00       4.00       4.00       0.00       2.00       2.00       5.00       4.00       1.00       1.00       2.00       3.00       2.00       1.00       0.00      -1.65      -4.55      -6.79      -8.23      -8.80      -0.10
   h   7   2     -13.00     -14.00     -14.00     -14.00     -14.00     -14.00     -15.00     -17.00     -18.00     -18.00     -17.00     -24.00     -28.00     -27.00     -27.00     -26.00     -27.00     -27.00     -26.00     -25.00     -24.20     -22.57     -21.20     -19.53     -16.85     -14.40       0.50
   g   7   3      34.00      33.00      32.00      31.00      29.00      27.00      25.00      23.00      20.00       0.00       1.00      10.00      15.00      13.00      14.00      16.00      21.00      24.00      26.00      28.00      33.30      38.73      45.24      51.82      56.45      59.30       0.50
   h   7   3     -10.00     -11.00     -12.00     -12.00     -13.00     -14.00     -14.00     -14.00     -14.00       2.00       0.00      -4.00      -6.00      -2.00      -4.00      -5.00      -5.00      -2.00       0.00       4.00       6.20       6.82       6.54       5.59       2.36      -1.00      -0.70
   g   7   4     -41.00     -41.00     -40.00     -38.00     -37.00     -35.00     -34.00     -33.00     -31.00     -29.00     -40.00     -32.00     -32.00     -26.00     -22.00     -14.00     -12.00      -6.00      -1.00       5.00       9.10      12.30      14.00      15.07      15.80      15.80      -0.10
   h   7   4      -1.00       0.00       1.00       2.00       4.00       5.00       6.00       7.00       7.00       6.00      10.00       8.00       7.00       6.00       8.00      10.00      16.00      20.00      21.00      24.00      24.00      25.35      24.96      24.45      23.56      23.50       0.00
   g   7   5     -21.00     -20.00     -19.00     -18.00     -16.00     -14.00     -12.00     -11.00      -9.00     -10.00      -7.00     -11.00      -7.00      -6.00      -2.00       0.00       1.00       4.00       5.00       4.00       6.90       9.37      10.46       9.32       6.30       2.50      -0.80
   h   7   5      28.00      28.00      28.00      28.00      28.00      29.00      29.00      29.00      29.00      28.00      36.00      28.00      23.00      26.00      23.00      22.00      18.00      17.00      17.00      17.00      14.80      10.93       7.03       3.27      -2.19      -7.40      -0.90
   g   7   6      18.00      18.00      18.00      19.00      19.00      19.00      18.00      18.00      17.00      15.00       5.00       9.00      17.00      13.00      13.00      12.00      11.00      10.00       9.00       8.00       7.30       5.42       1.64      -2.88      -7.21     -11.20      -0.80
   h   7   6     -12.00     -12.00     -13.00     -15.00     -16.00     -17.00     -18.00     -19.00     -20.00     -17.00     -18.00     -20.00     -18.00     -23.00     -23.00     -23.00     -23.00     -23.00     -23.00     -24.00     -25.40     -26.32     -27.61     -27.50     -27.19     -25.10       0.50
   g   7   7       6.00       6.00       6.00       6.00       6.00       6.00       6.00       6.00       5.00      29.00      19.00      18.00       8.00       1.00      -2.00      -5.00      -2.00       0.00       0.00      -2.00      -1.20       1.94       4.92       6.61       9.77      14.30       0.90
   h   7   7     -22.00     -22.00     -22.00     -22.00     -22.00     -21.00     -20.00     -19.00     -19.00     -22.00     -16.00     -18.00     -17.00     -12.00     -11.00     -12.00     -10.00      -7.00      -4.00      -6.00      -5.80      -4.64      -3.28      -2.32      -1.90      -2.20      -0.30
   g   8   0      11.00      11.00      11.00      11.00      11.00      11.00      11.00      11.00      11.00      13.00      22.00      11.00      15.00      13.00      14.00      14.00      18.00      21.00      23.00      25.00      24.40      24.80      24.41      23.98      23.66      23.10      -0.10
   g   8   1       8.00       8.00       8.00       8.00       7.00       7.00       7.00       7.00       7.00       7.00      15.00       9.00       6.00       5.00       6.00       6.00       6.00       6.00       5.00       6.00       6.60       7.62       8.21       8.89       9.74      10.90       0.20
   h   8   1       8.00       8.00       8.00       8.00       8.00       8.00       8.00       8.00       8.00      12.00       5.00      10.00      11.00       7.00       7.00       6.00       7.00       8.00      10.00      11.00      11.90      11.20      10.84      10.04       8.43       7.20      -0.30
   g   8   2      -4.00      -4.00      -4.00      -4.00      -3.00      -3.00      -3.00      -3.00      -3.00      -8.00      -4.00      -6.00      -4.00      -4.00      -2.00      -1.00       0.00       0.00      -1.00      -6.00      -9.20     -11.73     -14.50     -16.78     -17.49     -17.50       0.00
   h   8   2     -14.00     -15.00     -15.00     -15.00     -15.00     -15.00     -15.00     -15.00     -14.00     -21.00     -22.00     -15.00     -14.00     -12.00     -15.00     -16.00     -18.00     -19.00     -19.00     -21.00     -21.50     -20.88     -20.03     -18.26     -15.23     -12.60       0.40
   g   8   3      -9.00      -9.00      -9.00      -9.00      -9.00      -9.00      -9.00      -9.00     -10.00      -5.00      -1.00     -14.00     -11.00     -14.00     -13.00     -12.00     -11.00     -11.00     -10.00      -9.00      -7.90      -6.88      -5.59      -3.16      -0.49       2.00       0.40
   h   8   3       7.00       7.00       6.00       6.00       6.00       6.00       5.00       5.00       5.00     -12.00       0.00       5.00       7.00       9.00       6.00       4.00       4.00       5.00       6.00       8.00       8.50       9.83      11.83      13.18      12.83      11.50      -0.30
   g   8   4       1.00       1.00       1.00       2.00       2.00       2.00       2.00       1.00       1.00       9.00      11.00       6.00       2.00       0.00      -3.00      -8.00      -7.00      -9.00     -12.00     -14.00     -16.60     -18.11     -19.34     -20.56     -21.07     -21.80      -0.10
   h   8   4     -13.00     -13.00     -13.00     -13.00     -14.00     -14.00     -14.00     -15.00     -15.00      -7.00     -21.00     -23.00     -18.00     -16.00     -17.00     -19.00     -22.00     -23.00     -22.00     -23.00     -21.50     -19.71     -17.41     -14.60     -11.76      -9.70       0.40
   g   8   5       2.00       2.00       2.00       3.00       4.00       4.00       5.00       6.00       6.00       7.00      15.00      10.00      10.00       8.00       5.00       4.00       4.00       4.00       3.00       9.00       9.10      10.17      11.61      13.33      15.28      16.90       0.30
   h   8   5       5.00       5.00       5.00       5.00       5.00       5.00       5.00       5.00       5.00       2.00      -8.00       3.00       4.00       4.00       6.00       6.00       9.00      11.00      12.00      15.00      15.50      16.22      16.71      16.16      14.94      12.70      -0.50
   g   8   6      -9.00      -8.00      -8.00      -8.00      -7.00      -7.00      -6.00      -6.00      -5.00     -10.00     -13.00      -7.00      -5.00      -1.00       0.00       0.00       3.00       4.00       4.00       6.00       7.00       9.36      10.85      11.76      13.65      14.90       0.10
   h   8   6      16.00      16.00      16.00      16.00      17.00      17.00      18.00      18.00      19.00      18.00      17.00      23.00      23.00      24.00      21.00      18.00      16.00      14.00      12.00      11.00       8.90       7.61       6.96       5.69       3.62       0.70      -0.60
   g   8   7       5.00       5.00       5.00       6.00       6.00       7.00       8.00       8.00       9.00       7.00       5.00       6.00      10.00      11.00      11.00      10.00       6.00       4.00       2.00      -5.00      -7.90     -11.25     -14.05     -15.98     -16.59     -16.80       0.00
   h   8   7      -5.00      -5.00      -5.00      -5.00      -5.00      -5.00      -5.00      -5.00      -5.00       3.00      -4.00      -4.00       1.00      -3.00      -6.00     -10.00     -13.00     -15.00     -16.00     -16.00     -14.90     -12.76     -10.74      -9.10      -6.90      -5.20       0.30
   g   8   8       8.00       8.00       8.00       8.00       8.00       8.00       8.00       7.00       7.00       2.00      -1.00       9.00       8.00       4.00       3.00       1.00      -1.00      -4.00      -6.00      -7.00      -7.00      -4.87      -3.54      -2.02      -0.34       1.00       0.30
   h   8   8     -18.00     -18.00     -18.00     -18.00     -19.00     -19.00     -19.00     -19.00     -19.00     -11.00     -17.00     -13.00     -20.00     -17.00     -16.00     -17.00     -15.00     -11.00     -10.00      -4.00      -2.10      -0.06       1.64       2.26       2.90       3.90       0.20
   g   9   0       8.00       8.00       8.00       8.00       8.00       8.00       8.00       8.00       8.00       5.00       3.00       4.00       4.00       8.00       8.00       7.00       5.00       5.00       4.00       4.00       5.00       5.58       5.50       5.33       5.03       4.70       0.00
   g   9   1      10.00      10.00      10.00      10.00      10.00      10.00      10.00      10.00      10.00     -21.00      -7.00       9.00       6.00      10.00      10.00      10.00      10.00      10.00       9.00       9.00       9.40       9.76       9.45       8.83       8.36       8.00       0.00
   h   9   1     -20.00     -20.00     -20.00     -20.00     -20.00     -20.00     -20.00     -20.00     -21.00     -27.00     -24.00     -11.00     -18.00     -22.00     -21.00     -21.00     -21.00     -21.00     -20.00     -20.00     -19.70     -20.11     -20.54     -21.77     -23.44     -24.80       0.00
   g   9   2       1.00       1.00       1.00       1.00       1.00       1.00       1.00       1.00       1.00       1.00      -1.00      -4.00       0.00       2.00       2.00       2.00       1.00       1.00       1.00       3.00       3.00       3.58       3.45       3.02       2.84       3.00       0.00
   h   9   2      14.00      14.00      14.00      14.00      14.00      14.00      14.00      15.00      15.00      17.00      19.00      12.00      12.00      15.00      16.00      16.00      16.00      15.00      15.00      15.00      13.40      12.69      11.51      10.76      11.04      12.10       0.00
   g   9   3     -11.00     -11.00     -11.00     -11.00     -11.00     -11.00     -12.00     -12.00     -12.00     -11.00     -25.00      -5.00      -9.00     -13.00     -12.00     -12.00     -12.00     -12.00     -12.00     -10.00      -8.40      -6.94      -5.27      -3.22      -1.48      -0.20       0.00
   h   9   3       5.00       5.00       5.00       5.00       5.00       5.00       5.00       5.00       5.00      29.00      12.00       7.00       2.00       7.00       6.00       7.00       9.00       9.00      11.00      12.00      12.50      12.67      12.75      11.74       9.86       8.30       0.00
   g   9   4      12.00      12.00      12.00      12.00      12.00      12.00      12.00      11.00      11.00       3.00      10.00       2.00       1.00      10.00      10.00      10.00       9.00       9.00       9.00       8.00       6.30       5.01       3.13       0.67      -1.14      -2.50       0.00
   h   9   4      -3.00      -3.00      -3.00      -3.00      -3.00      -3.00      -3.00      -3.00      -3.00      -9.00       2.00       6.00       0.00      -4.00      -4.00      -4.00      -5.00      -6.00      -7.00      -6.00      -6.20      -6.72      -7.14      -6.74      -5.13      -3.40       0.00
   g   9   5       1.00       1.00       1.00       1.00       1.00       1.00       1.00       1.00       1.00      16.00       5.00       4.00       4.00      -1.00      -1.00      -1.00      -3.00      -3.00      -4.00      -8.00      -8.90     -10.76     -12.38     -13.20     -13.22     -13.10       0.00
   h   9   5      -2.00      -2.00      -2.00      -2.00      -2.00      -2.00      -2.00      -3.00      -3.00       4.00       2.00      -2.00      -3.00      -5.00      -5.00      -5.00      -6.00      -6.00      -7.00      -8.00      -8.40      -8.16      -7.42      -6.88      -6.20      -5.30       0.00
   g   9   6      -2.00      -2.00      -2.00      -2.00      -2.00      -2.00      -2.00      -2.00      -2.00      -3.00      -5.00       1.00      -1.00      -1.00       0.00      -1.00      -1.00      -1.00      -2.00      -1.00      -1.50      -1.25      -0.76      -0.10       1.08       2.40       0.00
   h   9   6       8.00       8.00       8.00       8.00       9.00       9.00       9.00       9.00       9.00       9.00       8.00      10.00       9.00      10.00      10.00      10.00       9.00       9.00       9.00       8.00       8.40       8.10       7.97       7.79       7.79       7.20       0.00
   g   9   7       2.00       2.00       2.00       2.00       2.00       2.00       3.00       3.00       3.00      -4.00      -2.00       2.00      -2.00       5.00       3.00       4.00       7.00       7.00       7.00      10.00       9.30       8.76       8.43       8.68       8.82       8.60       0.00
   h   9   7      10.00      10.00      10.00      10.00      10.00      10.00      10.00      11.00      11.00       6.00       8.00       7.00       8.00      10.00      11.00      11.00      10.00       9.00       8.00       5.00       3.80       2.92       2.14       1.04       0.40      -0.60       0.00
   g   9   8      -1.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       1.00      -3.00       3.00       2.00       3.00       1.00       1.00       1.00       2.00       1.00       1.00      -2.00      -4.30      -6.66      -8.42      -9.06      -9.23      -8.70       0.00
   h   9   8      -2.00      -2.00      -2.00      -2.00      -2.00      -2.00      -2.00      -2.00      -2.00       1.00     -11.00      -6.00       0.00      -4.00      -2.00      -3.00      -6.00      -7.00      -7.00      -8.00      -8.20      -7.73      -6.08      -3.89      -1.44       0.80       0.00
   g   9   9      -1.00      -1.00      -1.00      -1.00      -1.00      -1.00      -2.00      -2.00      -2.00      -4.00       8.00       5.00      -1.00      -2.00      -1.00      -2.00      -5.00      -5.00      -6.00      -8.00      -8.20      -9.22     -10.08     -10.54     -11.86     -12.80       0.00
   h   9   9       2.00       2.00       2.00       2.00       2.00       2.00       2.00       2.00       2.00       8.00      -7.00       5.00       5.00       1.00       1.00       1.00       2.00       2.00       2.00       3.00       4.80       6.01       7.01       8.44       9.60       9.80       0.00
   g  10   0      -3.00      -3.00      -3.00      -3.00      -3.00      -3.00      -3.00      -3.00      -3.00      -3.00      -8.00      -3.00       1.00      -2.00      -3.00      -3.00      -4.00      -4.00      -3.00      -3.00      -2.60      -2.17      -1.94      -2.01      -1.84      -1.30       0.00
   g  10   1      -4.00      -4.00      -4.00      -4.00      -4.00      -4.00      -4.00      -4.00      -4.00      11.00       4.00      -5.00      -3.00      -3.00      -3.00      -3.00      -4.00      -4.00      -4.00      -6.00      -6.00      -6.12      -6.24      -6.26      -6.25      -6.40       0.00
   h  10   1       2.00       2.00       2.00       2.00       2.00       2.00       2.00       2.00       2.00       5.00      13.00      -4.00       4.00       2.00       1.00       1.00       1.00       1.00       2.00       1.00       1.70       2.19       2.73       3.28       3.38       3.30       0.00
   g  10   2       2.00       2.00       2.00       2.00       2.00       2.00       2.00       2.00       2.00       1.00      -1.00      -1.00       4.00       2.00       2.00       2.00       2.00       3.00       2.00       2.00       1.70       1.42       0.89       0.17      -0.11       0.20       0.00
   h  10   2       1.00       1.00       1.00       1.00       1.00       1.00       1.00       1.00       1.00       1.00      -2.00       0.00       1.00       1.00       1.00       1.00       0.00       0.00       1.00       0.00       0.00       0.10      -0.10      -0.40      -0.18       0.10       0.00
   g  10   3      -5.00      -5.00      -5.00      -5.00      -5.00      -5.00      -5.00      -5.00      -5.00       2.00      13.00       2.00       0.00      -5.00      -5.00      -5.00      -5.00      -5.00      -5.00      -4.00      -3.10      -2.35      -1.07       0.55       1.66       2.00       0.00
